nombre,subj,col_1,col_2,anos
veronicabeatrizjuarezpina,trayectoriapolitica,Consejera Nacional,PRD,2003-2008
veronicabeatrizjuarezpina,trayectoriapolitica,"Secretaria de Comunicacion, Difusion y Propaganda CEN",PRD,2006 - 2012
veronicabeatrizjuarezpina,trayectoriapolitica,Secretaria de Gobierno y Enlace Legislativo CEN,PRD,2015 - 2017
veronicabeatrizjuarezpina,trayectoriapolitica,Subsecretaria General del CEN,PRD,2017 - 2018
veronicabeatrizjuarezpina,experiencialegislativa,"Diputada(o) Federal Propietario, PRD",LXII Legislatura,2012 - 2015
veronicabeatrizjuarezpina,cargosenlegislaturaslocalesofederales,"Presidenta de la Comision Ordinaria de Derechos de la Ninez, Camara de Diputados",LXII Legislatura,
itzcoatltonatiuhbravopadilla,escolaridad,Doctorante,Doctorado en Gestion de la Educacion Superior,2012-2015
itzcoatltonatiuhbravopadilla,escolaridad,Maestria,Master Universitario en la sociedad de la informacion y el conocimiento,2008-2009
itzcoatltonatiuhbravopadilla,escolaridad,Maestria,Administracion Publica,
itzcoatltonatiuhbravopadilla,escolaridad,Licenciatura,Economia,1977-1982
itzcoatltonatiuhbravopadilla,cargosdeeleccionpopular,Regidor(a),PRD,1998
itzcoatltonatiuhbravopadilla,experiencialegislativa,"Diputada(o) Federal Propietario, Dip. Ciudadano",LVI Legislatura,1994-1997
itzcoatltonatiuhbravopadilla,experiencialegislativa,"Diputada(o) Federal Propietario, PRD",LX Legislatura,2006-2009
itzcoatltonatiuhbravopadilla,administracionpublicafederal,Asistente de la delegacion Federal,Secretaria de la Reforma Agraria,1977-1978
marthaangelicazamudiomacias,escolaridad,Carrera Trunca,Administracion de Empresas,2013-2014
marthaangelicazamudiomacias,escolaridad,Diplomado,Liderazgo Politico,2017
marthaangelicazamudiomacias,trayectoriapolitica,"Coordinadora General de Campana Gobernatura Ricardo Monreal, Distrito XV Zacatecas",PRD,1998
marthaangelicazamudiomacias,trayectoriapolitica,"Presidenta del Partido en Tlaltenango, Zacatecas",PRD,1999-2001
marthaangelicazamudiomacias,trayectoriapolitica,Consejera Estatal y Coordinadora Politica estado de Zacatecas,PRD,2002
marthaangelicazamudiomacias,trayectoriapolitica,Consejera Nacional del Partido,PRD,2003
marthaangelicazamudiomacias,trayectoriapolitica,Delagada Estatal Mujeres en Movimiento por el Estado de Jalisco,MC,2018
marthaangelicazamudiomacias,experiencialegislativa,"Diputada(o) Local Propietario, PRD",LVIII Legislatura,2004-2007
marthaangelicazamudiomacias,administracionpublicalocal,Jefa de Centros Comunitarios,H. Ayuntamiento de Guadalajara,2015-2018
jorgealcibiadesgarcialara,escolaridad,Licenciatura,Derecho,1989
jorgealcibiadesgarcialara,iniciativaprivada,Directo General,Magica Vision con Color Constructora Inmobiliaria S.A. de C.V.,2010-2015
marialibiergonzalezanaya,escolaridad,Maestria,Maestra de Educacion Primaria,1974-1982
marialibiergonzalezanaya,trayectoriapolitica,Militante,Partido Democrata,2000-2012
marialibiergonzalezanaya,administracionpublicalocal,Docente,Escuela Urbana No. 41 Guadalajara,1974-1981
marialibiergonzalezanaya,iniciativaprivada,Supervisora de Parques y Playas,Redondo Beach,2000-2005
marialibiergonzalezanaya,asociacionesalasquepertenece,Presidenta,Mujeres Extraordinarias California E.U.,2002-2010
marialibiergonzalezanaya,asociacionesalasquepertenece,miembro activo,Federacion de Clubes Jalicienses Sur de California EU,2015
marialibiergonzalezanaya,actividadesdocentes,Docente,Asignatura: Escuela Urbana Guadalajara,1981
jorgeeugeniorussosalido,escolaridad,Licenciatura,Administracion,No proporciono
jorgeeugeniorussosalido,trayectoriapolitica,Miembro del Consejo Nacional,Movimiento Ciudadano,2015 - A la fecha
benitomedinaherrera,escolaridad,Maestria,Administracion militar para la seguridad y defensa nacionales,No proporciona informacion
lourdeserikasanchezmartinez,escolaridad,Maestria,Gestion y Politica Publica,2005-2007
lourdeserikasanchezmartinez,escolaridad,Licenciatura,Relaciones Internacionales,1997-2001
lourdeserikasanchezmartinez,escolaridad,Seminario,Seminario Ejecutivo de Herramientas de Gerencia Politica,2015
alfredovillegasarreola,escolaridad,Licenciatura,Ingeniero en Comunicaciones y Electronica,1973-1977
alfredovillegasarreola,trayectoriapolitica,Secretario General del Comite Directivo en el Distrito Federal,PRI,1981
alfredovillegasarreola,trayectoriapolitica,Presidente del Partido Revolucionario Institucional en el estado de Sinaloa,PRI,1995 - 1997
alfredovillegasarreola,trayectoriapolitica,Delegado General del C.E.N. del PRI en el estado de Mexico,PRI,2000
irmamariateranvillalobos,escolaridad,Licenciatura,Negocios y comunicacion,2008-2012
irmamariateranvillalobos,escolaridad,Diplomado,Ciencias y Humanidades,2006-2008
irmamariateranvillalobos,escolaridad,Taller,Formacion integral de valores,2004-2005
irmamariateranvillalobos,trayectoriapolitica,Consejera Estatal,PRI,2013 a la fecha
irmamariateranvillalobos,trayectoriapolitica,Presidenta Estatal de Red Juventud Popular,PRI,2013-2015
irmamariateranvillalobos,trayectoriapolitica,Miembro de la Comision Politica Permanente en Sonora,PRI,2014 a la fecha
hortensiamarialuisanoronaquezada,escolaridad,Carrera Trunca,Pedagogia,
hortensiamarialuisanoronaquezada,trayectoriapolitica,Dirigente Estatal del Frente Juvenil Revolucionario,PRI,2001-2002
hortensiamarialuisanoronaquezada,trayectoriapolitica,Dirigente Nacional del Frente Juvenil Revolucionario,PRI,2002-2003
hortensiamarialuisanoronaquezada,trayectoriapolitica,Secretaria Tecnica del Consejo Politico Municipal de Guadalajara,PRI,2014-2017
hortensiamarialuisanoronaquezada,trayectoriapolitica,Secretaria Tecnica del Consejo Politico Estatal,PRI,2017
hortensiamarialuisanoronaquezada,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LVII Legislatura,2004-2007
hortensiamarialuisanoronaquezada,administracionpublicalocal,Directora de Programas Compensatorios,"Ayuntamiento de Guadalajara, Jalisco",2010-2012
hortensiamarialuisanoronaquezada,administracionpublicalocal,Directora General del DIF,"DIF Guadalajara, Jalisco",2012
hortensiamarialuisanoronaquezada,administracionpublicalocal,Directora de Contacto Ciudadano,"Ayuntamiento de Guadalajara, Jalisco",2012-2015
hortensiamarialuisanoronaquezada,administracionpublicalocal,Coordinadora Regional,Secretaria de Desarrollo,2015-2017
hortensiamarialuisanoronaquezada,actividadesdocentes,Docente,Asignatura: Educacion secundaria,1992
ismaelalfredohernandezderas,escolaridad,Licenciatura,Contador Publico,1981-1985
ismaelalfredohernandezderas,cargosdeeleccionpopular,"Presidente Municipal, Durango - Guadalupe Victoria",PRI,1998-2000
ismaelalfredohernandezderas,cargosdeeleccionpopular,"Gobernador(a), Durango - Durango",PRI,2004-2010
ismaelalfredohernandezderas,experiencialegislativa,"Diputada(o) Local , PRI",LIX Legislatura,1992-1994
ismaelalfredohernandezderas,experiencialegislativa,"Diputada(o) Federal Propietario, PRI",LVI Legislatura,1994-1997
ismaelalfredohernandezderas,experiencialegislativa,"Senador(a) de la Republica , PRI",LXIII Legislatura,2000-2006
ismaelalfredohernandezderas,experiencialegislativa,"Senador(a) de la Republica Propietario, PRI",LXIII Legislatura,2012-2018
ismaelalfredohernandezderas,asociacionesalasquepertenece,miembro,Confederacion Nacional Campesina,
erikamarianarosasuribe,escolaridad,Licenciatura,Mercadotecnia,2002-2007
erikamarianarosasuribe,escolaridad,Diplomado,Administracion,2008-2009
erikamarianarosasuribe,trayectoriapolitica,Representante del PVEM ante el Comite de Radio y Television del INE,PVEM,2008- a la fecha
erikamarianarosasuribe,trayectoriapolitica,Asesor B2 ante el Instituto Electoral de la Ciudad de Mexico,PVEM,2012-2018
marcoantoniogomezalcantar,escolaridad,Licenciatura,Derecho,
marcoantoniogomezalcantar,administracionpublicafederal,Consejero Electoral,Instituto Federal Electoral,2003-2010
marcoantoniogomezalcantar,iniciativaprivada,"Asociado en derecho corporativo, fusiones y a.",Arthur Andersen,1995-2002
marcoantoniogomezalcantar,iniciativaprivada,Asociado del area de derecho c.,"Boker & Makenzie, SC",2002-2003
marcoantoniogomezalcantar,asociacionesalasquepertenece,Consejero,Patronato del Hospital Juarez de Mexico,2012 a la fecha
marcoantoniogomezalcantar,publicaciones,Diversos articulos periodisticos en diarios de circulacion nacional,Periodico,2008-2010
veronicaramoscruz,escolaridad,Taller,Capturista de Datos,6 meses
veronicaramoscruz,iniciativaprivada,Encargada,Zermat Internacional,2008-2012
veronicaramoscruz,iniciativaprivada,Administradora,Tierra de Esperanza A.C.,2012- a la fecha
marcoantoniocarbajalmiranda,escolaridad,Bachillerato,Nivel Medio Superior,
tatianaclouthiercarrillo,escolaridad,Maestria,Administracion Publica por la Universidad Autonoma de Nuevo Leon,
miguelangelmarquezgonzalez,escolaridad,Licenciatura,Sociologia,1988-1992
miguelangelmarquezgonzalez,escolaridad,Tecnica,Radiologo,1991-1994
miguelangelmarquezgonzalez,escolaridad,Taller,Elaboracion de material de apoyo docente,2001
miguelangelmarquezgonzalez,escolaridad,Conferencia,Problematica del uso de drogas,2003
carminayadiraregaladomardueno,escolaridad,Licenciatura,Educacion,1981-1985
carminayadiraregaladomardueno,escolaridad,Seminario,Cultura escrita en la escuela,2001
carminayadiraregaladomardueno,escolaridad,Taller,El papel de la animacion en la educacion ambiental,2004
carminayadiraregaladomardueno,escolaridad,Taller,Mejorar la ensenanza y el aprendizaje,2006
carminayadiraregaladomardueno,escolaridad,Taller,El nuevo directivo y la aplicacion del modelo estrategico de gestion educativa,2012
carminayadiraregaladomardueno,trayectoriapolitica,Candidata a Diputada local. Distrito 8 Nayarit,Morena,2017
carminayadiraregaladomardueno,administracionpublicalocal,Coordinadora de Programas Compensatorios (ACAREIB),Secretaria de Educacion Publica (Jalisco),No proporciono
mariateresalopezperez,escolaridad,Maestria,Filosofia,1963-1967
mariateresalopezperez,actividadesdocentes,Docente,Asignatura: Primaria,1962-1975
mariateresalopezperez,actividadesdocentes,Docente,Asignatura: Filosofia,1964-1995
mariateresalopezperez,actividadesdocentes,Docente,Asignatura: Logica,1966-1993
mariateresalopezperez,actividadesdocentes,Docente,Asignatura: Etica,1966-1995
sebastianaguilerabrenes,administracionpublicalocal,Auxiliar Juridico,"Instituto Municipal de Cultura Fisica, Deporte y Juventud, Chihuahua",2016
sebastianaguilerabrenes,iniciativaprivada,Pasante de Derecho,"Asesorias y Servicios Juridicos ""Santoyo""",2015
sebastianaguilerabrenes,iniciativaprivada,Pasante de Derecho,Aguilera y Asociados,2015-2016
miriamcitlallyperezmackintosh,escolaridad,Carrera Tecnica,Tecnico superior universitario,2007-2010
miriamcitlallyperezmackintosh,escolaridad,Diplomado,Materia Electoral,2015-2016
miriamcitlallyperezmackintosh,trayectoriapolitica,Consejera Estatal,Morena,2015
albertovillavillegas,escolaridad,Licenciatura,Gestion y Administracion PYMES,2017 - 2018
albertovillavillegas,iniciativaprivada,Emsamblista de equipo avicola,"Dycomet, SA CV",1990 - 1992
albertovillavillegas,iniciativaprivada,Propietario,Servicios independientes en sector telecomunicaciones - Seguridad,2000 a la fecha
albertovillavillegas,actividadesdocentes,Docente,Asignatura: Informatica,1992 - 1996
albertovillavillegas,actividadesdocentes,Docente,Asignatura: Informatica,1994 - 2000
albertovillavillegas,actividadesdocentes,Docente,Asignatura: Informatica,2000 - 2001
juancarlosloeradelarosa,escolaridad,Maestria,Ingenieria Ambiental,1997-1999
juancarlosloeradelarosa,escolaridad,Licenciatura,Ing. Electromecanico,1988-1994
juancarlosloeradelarosa,trayectoriapolitica,"Coordinador de Morena en El Paso, Texas",Morena,2011-2012
juancarlosloeradelarosa,trayectoriapolitica,Secretario Nacional de Mexicanos en el Exterior y Politica Internacional del CEN,Morena,2012-2015
juancarlosloeradelarosa,trayectoriapolitica,Secretario General del Comite Ejecutivo Estatal de Chihuahua,Morena,2015-2018
juancarlosloeradelarosa,administracionpublicafederal,"Delegado Estatal de Programas para el Desarrollo, en el Estado de Chihuahua",Secretaria de Bienestar,2018-2020
juancarlosloeradelarosa,iniciativaprivada,Ingeniero en Manufactura,SGF de Mexico,1993-1994
juancarlosloeradelarosa,iniciativaprivada,Ingeniero en Manufactura,RCA Thomson,1994-1996
juancarlosloeradelarosa,iniciativaprivada,Director,Alumitec Juarez,1996 a la fecha
juancarlosloeradelarosa,iniciativaprivada,Director,"Alumitec El Paso, LLC",2009 a la fecha
juancarlosloeradelarosa,actividadesdocentes,Conferencista,Conferencia: Reforma Migratoria,2013
juancarlosloeradelarosa,publicaciones,Articulos de opinion Diario de Juarez,Periodico,2013-2020
katiaalejandracastillolozano,escolaridad,Carrera Tecnica,Programacion,2014-2016
katiaalejandracastillolozano,trayectoriapolitica,Coordinadora de Campana,MORENA,2018
katiaalejandracastillolozano,administracionpublicalocal,Auxiliar Administrativo,"H. Ayuntamiento del Salto, estado de Jalisco",2012-2015
katiaalejandracastillolozano,administracionpublicalocal,Asistente Particular de Regidor,"H. Ayuntamiento del Salto, estado de Jalisco",2015-2018
efrainrochavega,escolaridad,Licenciatura,Agronomia Fitotecnista,1975-1979
efrainrochavega,escolaridad,Diplomado,Apicultura,1995
efrainrochavega,trayectoriapolitica,Presidente Estatal,Morena,2014-2016
efrainrochavega,iniciativaprivada,Inspector de Campo,Banrural,1982-1992
efrainrochavega,asociacionesalasquepertenece,Presidente,Asociacion Local de Apicultores,1995-2018
efrainrochavega,asociacionesalasquepertenece,Representante estatal,Sistema Producto Apicola de Chihuahua,2016-2018
efrainrochavega,actividadesdocentes,Docente,Asignatura: Proyectos Productivos,1993-2013
marthapatriciaramirezlucero,escolaridad,Licenciatura,Derecho,1969 - 1974
marthapatriciaramirezlucero,trayectoriapolitica,"Presidente del Comite Ejecutivo Municipal en Tijuana, Baja California.",MORENA,2013-2015
marthapatriciaramirezlucero,trayectoriapolitica,Candidata a Diputada Federal,MORENA,2015
raulgraciaguzman,escolaridad,Licenciatura,Derecho,1993 - 1997
raulgraciaguzman,trayectoriapolitica,Secretario General CDE,PAN,2003-2008
raulgraciaguzman,cargosdeeleccionpopular,"Sindico(a), Nuevo Leon - San Pedro Garza Garcia",PAN,2006-2008
raulgraciaguzman,experiencialegislativa,"Diputada(o) Federal Propietario, PAN",LVIII Legislatura,2000-2003
raulgraciaguzman,experiencialegislativa,"Senador(a) de la Republica Propietario, PAN",LXII - LXIII Legislatura,2012-2018
raulgraciaguzman,administracionpublicalocal,Consejero de la Judicatura,Poder Judicial del Estado de Nuevo Leon,2008-2012
mariamarcelatorrespeimbert,escolaridad,Maestria,Psicoterapia Familiar Sistemica,2005-2009
mariamarcelatorrespeimbert,escolaridad,Licenciatura,Educacion Especial (Mencion Honorifica),1979-1984
mariamarcelatorrespeimbert,escolaridad,Diplomado,Estimulacion Temprana,2006
mariamarcelatorrespeimbert,escolaridad,Diplomado,Politicas Publicas,No proporciono
mariamarcelatorrespeimbert,trayectoriapolitica,Secretaria de Participacion Politica de la Mujer,PAN,2015-2018
joseisabeltrejoreyes,escolaridad,Licenciatura,Contador Publico,1979-1985
joseisabeltrejoreyes,trayectoriapolitica,Consejero Estatal,PAN,1992-1998-2000-2008
joseisabeltrejoreyes,trayectoriapolitica,Consejero Nacional,PAN,1995-1998 -2003 a la fecha
joseisabeltrejoreyes,trayectoriapolitica,"Candidato a la Presidencia Municipal de Zacatecas,Zac",PAN,1998
joseisabeltrejoreyes,trayectoriapolitica,Secretario de Elecciones,PAN,2014-2015
joseisabeltrejoreyes,trayectoriapolitica,Secretario General,PAN,2015
joseisabeltrejoreyes,experiencialegislativa,"Diputada(o) Local , PAN",LV Legislatura,1995-1998
joseisabeltrejoreyes,experiencialegislativa,"Diputada(o) Federal , PAN",LIX Legislatura,2003-2006
joseisabeltrejoreyes,experiencialegislativa,"Senador(a) de la Republica , PAN",LX Legislatura,2006-2012
joseisabeltrejoreyes,experiencialegislativa,"Diputada(o) Federal , PAN",LXII Legislatura,2012-2015
joseisabeltrejoreyes,iniciativaprivada,Gerente,Carlos Alba y Asociados,1985-1987
joseisabeltrejoreyes,iniciativaprivada,Director,Radio Sistemas Zacatecas,1988-91
joseisabeltrejoreyes,iniciativaprivada,Director Ejecutivo,Periodico Imagen Zacatecas,1991-1992
joseisabeltrejoreyes,asociacionesalasquepertenece,Vicepresidente,De la Comision de Certificacion Profesional del Colegio de Contadores Publicos en Zacatecas,2002-2002
joseisabeltrejoreyes,cargosenlegislaturaslocalesofederales,"Presidente de la Comision de Hacienda, Camara de Diputados",LXII Legislatura,
jacquelinamartinezjuarez,escolaridad,Maestria,Marketing Politico,Cursando actualmente
jacquelinamartinezjuarez,escolaridad,Licenciatura,Mercadotecnia,2000-2005
jacquelinamartinezjuarez,trayectoriapolitica,Integrante del CDE,PAN,2016 a la fecha
marcosaguilarvega,escolaridad,Maestria,Derecho Constitucional y Amparo,1998-2000
marcosaguilarvega,escolaridad,Licenciatura,Derecho,1991-1995
marcosaguilarvega,cargosdeeleccionpopular,"Presidente Municipal, Queretaro - Queretaro",PAN,2015-2018
marcosaguilarvega,experiencialegislativa,"Diputada(o) Local Propietario, PAN",LVI Legislatura,2009-2012
marcosaguilarvega,experiencialegislativa,"Diputada(o) Federal Propietario, PAN",LXII Legislatura,2010-2015
marcosaguilarvega,administracionpublicalocal,Asesor Juridico Titular,"Contraloria Interna Municipal, del estado Queretaro",2001-2003
marcosaguilarvega,administracionpublicalocal,Secretario,"Secretaria de la Contraloria Municipal, del estado de Queretaro",2003-2005
marcosaguilarvega,administracionpublicalocal,Magistrado,"Tribunal Municipal de Responsabilidades Administrativas, del estado de Queretaro.",2005-2009
marcosaguilarvega,actividadesdocentes,Docente,Asignatura: Nociones Generales del Derecho,2000-2001
