CURP,Nombre,TipoLegislacion,Partido_x,FechaNacimiento_x,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura,inic_edo,nom_edo,tipo_elec,FechaNacimiento_y,edo,ent,Partido_y,N°,Grupo Parlamentario,Entidad federativa,Distrito / Circunscripción,Tipo de elección,Releccion 
EGJA,Jorge Arturo Espadas Galvan,Diputado Propietario,PAN,08/09/1975, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 11 (León) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,jaeg_guanajuato,jorgearturoespadasgalvan_guanajuato,Mayoria Relativa,08/09/1975,Guanajuato,Distrito:11,,195,PAN,Guanajuato,Distrito 11,Mayoría relativa,SI
MNJL,Jorge Luis Montes Nieves,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Querétaro Distrito: 2 (San Juan del Río) ,Licenciatura,Psicología,LXIV,29/08/2018,31/08/2021,jlmn_queretaro,jorgeluismontesnieves_queretaro,Mayoria Relativa,14/01/1981,Queretaro,Distrito:2,,199,MORENA,Querétaro,Distrito 2,Mayoría relativa,SI
RHJ,Jorge Romero Herrera,Diputado Propietario,PAN,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,jrh_ciudad de mexico,jorgeromeroherrera_ciudad de mexico,Representacion proporcional,03/01/1979,Ciudad de Mexico,Circunscripcion:4,,201,PAN,Ciudad de México,Distrito 4,Mayoría relativa,SI
SBJ,Josefina Salazar Baez,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, San Luis Potosí Distrito: 5 (San Luis Potosí) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,jsb_san luis potosi,josefinasalazarbaez_san luis potosi,Mayoria Relativa,29/01/1974,San Luis Potosi,Distrito:5,,204,PAN,San Luis Potosí,Distrito 5,Mayoría relativa,SI
GQJDC,Jose Del Carmen Gomez Quej,Diputado Propietario,PAN,01/01/1900, ,Representación Proporcional, Campeche Circunscripción: Tercera ,Maestría,Económico-financiera,LXIV,29/08/2018,31/08/2021,jdcgq_campeche,josedelcarmengomezquej_campeche,Representacion proporcional,18/12/1957,Campeche,Circunscripcion:3,,,,,,,
LAJE,Jose Elias Lixa Abimerhi,Diputado Propietario,PAN,28/02/1987, Yucatán ,Mayoría Relativa, Yucatán Distrito: 4 (Mérida) ,Maestría,Otra,LXIV,29/08/2018,31/08/2021,jela_yucatan,joseeliaslixaabimerhi_yucatan,Mayoria Relativa,28/02/1987,Yucatan,Distrito:4,,203,PAN,Yucatán,Distrito 4,Mayoría relativa,SI
ARJG,Jose Guadalupe Aguilera Rojas,Diputado Propietario,PRD,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 11 (Pátzcuaro) ,Profesor Normalista,,LXIV,29/08/2018,31/08/2021,jgar_michoacan,joseguadalupeaguilerarojas_michoacan,Mayoria Relativa,12/12/1971,Michoacan,Distrito:11,,207,PRD,Michoacán,Distrito 11,Mayoría relativa,SI
AGJG,Jose Guadalupe Ambrocio Gachuz,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Morelos Distrito: 5 (Yautepec) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,jgag_morelos,joseguadalupeambrociogachuz_morelos,Mayoria Relativa,12/12/1960,Morelos,Distrito:5,,208,MORENA,Morelos,Distrito 5,Mayoría relativa,SI
EFJL,Jose Luis Elorza Flores,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 12 (Tapachula) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,jlef_chiapas,joseluiselorzaflores_chiapas,Mayoria Relativa,28/04/1973,Chiapas,Distrito:12,,210,MORENA,Chiapas,Distrito 12,Mayoría relativa,SI
GDJL,Jose Luis Garcia Duque,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Nuevo León Distrito: 3 (General Escobedo) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,jlgd_nuevo leon,joseluisgarciaduque_nuevo leon,Mayoria Relativa,08/11/1967,Nuevo Leon,Distrito:3,,211,PT,Nuevo León,Distrito 3,Mayoría relativa,SI
MLJL,Jose Luis Montalvo Luna,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 39 (Los Reyes Acaquilpan) ,Doctorado,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,jlml_mexico,joseluismontalvoluna_mexico,Mayoria Relativa,29/04/1960,Mexico,Distrito:39,,212,PT,México,Distrito 39,Mayoría relativa,SI
CPJR,Jose Ramon Cambero Perez,Diputado Propietario,PAN,01/01/1900, ,Representación Proporcional, Nayarit Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,jrcp_nayarit,joseramoncamberoperez_nayarit,Representacion proporcional,27/06/1971,Nayarit,Circunscripcion:1,,,,,,,
DEJR,Jose Ricardo Delsol Estrada,Diputado Propietario,Morena,01/01/1900, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 4 (Ciudad Valles) ,,,LXIV,29/08/2018,31/08/2021,jrde_san luis potosi,josericardodelsolestrada_san luis potosi,Mayoria Relativa,29/03/1964,San Luis Potosi,Distrito:4,,215,MORENA,San Luís Potosí,Distrito 4,Mayoría relativa,SI
GCJR,Jose Ricardo Gallardo Cardona,Diputado Propietario,PVEM,10/11/1980, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 2 (Soledad de Graciano Sánchez) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,jrgc_san luis potosi,josericardogallardocardona_san luis potosi,Mayoria Relativa,18/11/1980,San Luis Potosi,Distrito:2,,,,,,,
MAJR,Jose Rigoberto Mares Aguilar,Diputado Propietario,PAN,17/02/1981, Michoacán ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,jrma_baja california sur,joserigobertomaresaguilar_baja california sur,Representacion proporcional,17/02/1981,Baja California Sur,Circunscripcion:1,,216,PAN,Baja California Sur,1a Circunscripción,Representación proporcional,SI
RQJS,Jose Salvador Rosas Quintanilla,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Tamaulipas Distrito: 1 (Nuevo Laredo) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,jsrq_tamaulipas,josesalvadorrosasquintanilla_tamaulipas,Mayoria Relativa,22/01/1961,Tamaulipas,Distrito:1,,217,PAN,Tamaulipas,Distrito 1,Mayoría relativa,SI
SSJdlL,Jose de la Luz Sosa Salinas,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Tlaxcala Distrito: 1 (Apizaco) ,Técnico,Otra,LXIV,29/08/2018,31/08/2021,jdllss_tlaxcala,josedelaluzsosasalinas_tlaxcala,Mayoria Relativa,25/05/1966,Tlaxcala,Distrito:1,,,,,,,
BBJA,Juan Angel Bautista Bravo,Diputado Propietario,Morena,01/01/1900, México ,Mayoría Relativa, México Distrito: 31 (Ciudad Nezahualcóyotl) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,jabb_mexico,juanangelbautistabravo_mexico,Mayoria Relativa,25/07/1981,Mexico,Distrito:31,,219,MORENA,México,Distrito 31,Mayoría relativa,SI
FEJE,Juan Enrique Farrera Esponda,Diputado Propietario,Morena,21/03/1967, Chiapas ,Mayoría Relativa, Chiapas Distrito: 10 (Villaflores) ,Pasante/Licenciatura trunca,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,jefe_chiapas,juanenriquefarreraesponda_chiapas,Mayoria Relativa,21/03/1967,Chiapas,Distrito:10,,221,MORENA,Chiapas,Distrito 10,Mayoría relativa,SI
EEJF,Juan Francisco Espinoza Eguia,Diputado Propietario,PRI,10/11/1971, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 9 (Linares) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,jfee_nuevo leon,juanfranciscoespinozaeguia_nuevo leon,Mayoria Relativa,10/11/1971,Nuevo Leon,Distrito:9,,222,PRI,Nuevo León,Distrito 9,Mayoría relativa,SI
RRJI,Juan Israel Ramos Ruiz,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Secundaria,,LXIV,29/08/2018,31/08/2021,jirr_guanajuato,juanisraelramosruiz_guanajuato,Representacion proporcional,29/04/1973,Guanajuato,Circunscripcion:2,,224,MORENA,Guanajuato,2ª Circunscripción,Representación proporcional,SI
CPJJ,Juan Jose Canul Perez,Diputado Propietario,PRI,01/01/1900, Yucatán ,Mayoría Relativa, Yucatán Distrito: 5 (Ticul) ,,,LXIV,29/08/2018,31/08/2021,jjcp_yucatan,juanjosecanulperez_yucatan,Mayoria Relativa,08/01/1972,Yucatan,Distrito:5,,226,PRI,Yucatán,Distrito 5,Mayoría relativa,SI
ECJM,Juan Martin Espinoza Cardenas,Diputado Propietario,MC,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 17 (Jocotepec) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,jmec_jalisco,juanmartinespinozacardenas_jalisco,Mayoria Relativa,11/07/1972,Jalisco,Distrito:17,,227,MC,Jalisco,Distrito 17,Mayoría relativa,SI
MFJ,Juan Martinez Flores,Diputado Propietario,Morena,03/04/1956, ,Mayoría Relativa, Veracruz Distrito: 16 (Córdoba) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,jmf_veracruz,juanmartinezflores_veracruz,Mayoria Relativa,03/04/1956,Veracruz,Distrito:16,,228,MORENA,Veracruz,Distrito 16,Mayoría relativa,SI
OGJ,Juan Ortiz Guarneros,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,jog_veracruz,juanortizguarneros_veracruz,Representacion proporcional,25/09/1953,Veracruz,Circunscripcion:3,,229,PRI,Veracruz,3ª Circunscripción,Representación proporcional,SI
SRJP,Juan Pablo Sanchez Rodriguez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 20 (Ciudad Nezahualcóyotl) ,Doctorado,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,jpsr_mexico,juanpablosanchezrodriguez_mexico,Mayoria Relativa,29/04/1979,Mexico,Distrito:20,,230,MORENA,México,Distrito 20,Mayoría relativa,SI
CLJ,Juana Carrillo Luna,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,jcl_mexico,juanacarrilloluna_mexico,Representacion proporcional,24/06/1963,Mexico,Circunscripcion:5,,218,MORENA,México,5ª Circunscripción,Representación proporcional,SI
GMJ,Juanita Guerra Mena,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Morelos Distrito: 3 (Cuautla) ,Maestría,Otra,LXIV,29/08/2018,31/08/2021,jgm_morelos,juanitaguerramena_morelos,Mayoria Relativa,19/03/1983,Morelos,Distrito:3,,225,MORENA,Morelos,Distrito 3,Mayoría relativa,SI
VVJK,Julieta Kristal Vences Valencia,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 8 (Ciudad Serdán) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,jkvv_puebla,julietakristalvencesvalencia_puebla,Mayoria Relativa,24/10/1986,Puebla,Distrito:8,,232,MORENA,Puebla,Distrito 8,Mayoría relativa,SI
CAJ,Julio Carranza Areas,Diputado Propietario,Morena,14/03/1965, Chiapas ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Ingeniería,LXIV,29/08/2018,31/08/2021,jca_veracruz,juliocarranzaareas_veracruz,Representacion proporcional,14/03/1965,Veracruz,Circunscripcion:3,,233,MORENA,Veracruz,3ª Circunscripción,Representación proporcional,SI
AMJC,Julio Cesar Angeles Mendoza,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Hidalgo Distrito: 5 (Tula de Allende) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,jcam_hidalgo,juliocesarangelesmendoza_hidalgo,Mayoria Relativa,24/10/1971,Hidalgo,Distrito:5,,234,MORENA,Hidalgo,Distrito 5,Mayoría relativa,SI
GMKM,Karen Michel Gonzalez Marquez,Diputada Propietario,PAN,21/01/1988, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 7 (San Francisco del Rincón) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,kmgm_guanajuato,karenmichelgonzalezmarquez_guanajuato,Mayoria Relativa,21/01/1988,Guanajuato,Distrito:7,,237,PAN,Guanajuato,Distrito 7,Mayoría relativa,SI
ABKY,Karla Yuritzi Almazan Burgos,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 38 (Texcoco de Mora) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,kyab_mexico,karlayuritzialmazanburgos_mexico,Mayoria Relativa,27/08/1974,Mexico,Distrito:38,,238,MORENA,México,Distrito 38,Mayoría relativa,SI
CLKA,Katia Alejandra Castillo Lozano,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Técnico,Otra,LXIV,29/08/2018,31/08/2021,kacl_jalisco,katiaalejandracastillolozano_jalisco,Representacion proporcional,20/10/1982,Jalisco,Circunscripcion:1,,239,MORENA,Jalisco,1ª Circunscripción,Representación proporcional,SI
MGL,Laura Martinez Gonzalez,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Preparatoria,,LXIV,29/08/2018,31/08/2021,lmg_ciudad de mexico,lauramartinezgonzalez_ciudad de mexico,Representacion proporcional,15/01/1970,Ciudad de Mexico,Circunscripcion:4,,244,MORENA,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
CCLN,Lenin Nelson Campos Cordova,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,lncc_san luis potosi,leninnelsoncamposcordova_san luis potosi,Representacion proporcional,08/08/1961,San Luis Potosi,Circunscripcion:2,,246,PRI,San Luis Potosí,2ª Circunscripción,Representación proporcional,SI
AMLA,Leticia Arlett Aguilar Molina,Diputada Propietario,PES,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 9 (Tuxtla Gutiérrez) ,Pasante/Licenciatura trunca,Comunicación,LXIV,29/08/2018,31/08/2021,laam_chiapas,leticiaarlettaguilarmolina_chiapas,Mayoria Relativa,01/03/1958,Chiapas,Distrito:9,,247,MORENA,Chiapas,Distrito 9,Mayoría relativa,SI
DAL,Leticia Diaz Aguilar,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Derecho,LXIV,29/08/2018,31/08/2021,lda_ciudad de mexico,leticiadiazaguilar_ciudad de mexico,Representacion proporcional,20/03/1964,Ciudad de Mexico,Circunscripcion:4,,248,MORENA,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
GOLM,Leticia Mariana Gomez Ordaz,Diputada Propietario,PVEM,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Otra,LXIV,29/08/2018,31/08/2021,lmgo_mexico,leticiamarianagomezordaz_mexico,Representacion proporcional,06/03/1983,Mexico,Circunscripcion:5,,249,PVEM,México,5ª Circunscripción,Representación proporcional,SI
GAL,Lidia Garcia Anaya,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Hidalgo Distrito: 6 (Pachuca de Soto) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,lga_hidalgo,lidiagarciaanaya_hidalgo,Mayoria Relativa,31/10/1957,Hidalgo,Distrito:6,,250,MORENA,Hidalgo,Distrito 6,Mayoría relativa,SI
VZL,Lilia Villafuerte Zavala,Diputada Propietario,PVEM,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 10 (Uriangato) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,lvz_guanajuato,liliavillafuertezavala_guanajuato,Mayoria Relativa,19/04/1963,Guanajuato,Distrito:10,,252,PVEM,Guanajuato,Distrito 10,Mayoría relativa,SI
MLL,Lizbeth Mata Lozano,Diputada Propietario,PAN,10/01/1984, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,lml_baja california,lizbethmatalozano_baja california,Representacion proporcional,10/01/1984,Baja California,Circunscripcion:1,,254,PAN,Baja California,Distrito 1,Mayoría relativa,SI
GMLA,Lizeth Amayrani Guerra Mendez,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021,lagm_veracruz,lizethamayraniguerramendez_veracruz,Representacion proporcional,18/01/1994,Veracruz,Circunscripcion:3,,255,MORENA,Veracruz,3ª Circunscripción,Representación proporcional,SI
JALdS,Lorena del Socorro Jimenez Andrade,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 5 (Puerto Vallarta) ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,ldsja_jalisco,lorenadelsocorrojimenezandrade_jalisco,Mayoria Relativa,21/10/1959,Jalisco,Distrito:5,,256,MORENA,Jalisco,Distrito 5,Mayoría relativa,SI
SSL,Lucinda Sandoval Soberanes,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Secundaria,,LXIV,29/08/2018,31/08/2021,lss_sinaloa,lucindasandovalsoberanes_sinaloa,Representacion proporcional,18/02/1980,Sinaloa,Circunscripcion:1,,262,MORENA,Sinaloa,1ª Circunscripción,Representación proporcional,SI
DJJL,Lucio De Jesus Jimenez,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Secundaria,,LXIV,29/08/2018,31/08/2021,ldjj_ciudad de mexico,luciodejesusjimenez_ciudad de mexico,Representacion proporcional,15/12/1970,Ciudad de Mexico,Circunscripcion:4,,263,MORENA,Ciudad de México,5ª Circunscripción,Representación proporcional,SI
PCLE,Lucio Ernesto Palacios Cordero,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,lepc_ciudad de mexico,lucioernestopalacioscordero_ciudad de mexico,Representacion proporcional,07/07/1977,Ciudad de Mexico,Circunscripcion:4,,264,MORENA,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
FOL,Lucia Flores Olivo,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021,lfo_ciudad de mexico,luciafloresolivo_ciudad de mexico,Representacion proporcional,09/04/1965,Ciudad de Mexico,Circunscripcion:4,,261,MORENA,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
MALA,Luis Alberto Mendoza Acevedo,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 15 (Benito Juárez) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,lama_ciudad de mexico,luisalbertomendozaacevedo_ciudad de mexico,Mayoria Relativa,12/01/1980,Ciudad de Mexico,Distrito:15,,265,PAN,Ciudad de México,Distrito 15,Mayoría relativa,SI
CMLEL,Luis Eleusis Leonidas Cordova Moran,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,lelcm_puebla,luiseleusisleonidascordovamoran_puebla,Representacion proporcional,26/09/1949,Puebla,Circunscripcion:4,,266,PRI,Puebla,4ª Circunscripción,Representación proporcional,SI
MVLE,Luis Enrique Martinez Ventura,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 32 (Valle de Chalco Solidaridad) ,Licenciatura,Arquitectura y diseño,LXIV,29/08/2018,31/08/2021,lemv_mexico,luisenriquemartinezventura_mexico,Mayoria Relativa,19/08/1963,Mexico,Distrito:32,,267,PT,México,Distrito 32,Mayoría relativa,SI
MNLE,Luis Enrique Miranda Nava,Diputado Propietario,PRI,04/02/1965, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,lemn_mexico,luisenriquemirandanava_mexico,Representacion proporcional,04/02/1965,Mexico,Circunscripcion:5,,268,PRI,México,5ª Circunscripción,Representación proporcional,SI
ASLJ,Luis Javier Alegre Salazar,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Quintana Roo Circunscripción: Tercera ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,ljas_quintana roo,luisjavieralegresalazar_quintana roo,Representacion proporcional,04/02/1964,Quintana Roo,Circunscripcion:3,,269,MORENA,Quintana Roo,3ª Circunscripción,Representación proporcional,SI
RMLE,Luz Estefania Rosas Martinez,Diputada Propietario,Morena,22/08/1995, Distrito Federal ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Comunicación,LXIV,29/08/2018,31/08/2021,lerm_ciudad de mexico,luzestefaniarosasmartinez_ciudad de mexico,Representacion proporcional,22/08/1995,Ciudad de Mexico,Circunscripcion:4,,270,MORENA,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
BCLE,Lyndiana Elizabeth Bugarin Cortes,Diputada Propietario,PVEM,01/01/1900, ,Mayoría Relativa, Zacatecas Distrito: 2 (Jerez de García Salinas) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,lebc_zacatecas,lyndianaelizabethbugarincortes_zacatecas,Mayoria Relativa,13/12/1988,Zacatecas,Distrito:2,,272,PVEM,Zacatecas,Distrito 2,Mayoría relativa,SI
ERMEL,Ma. Eugenia Leticia Espinosa Rivas,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 14 (Acámbaro) ,Maestría,Otra,LXIV,29/08/2018,31/08/2021,meler_guanajuato,ma.eugenialeticiaespinosarivas_guanajuato,Mayoria Relativa,28/11/1961,Guanajuato,Distrito:14,,277,PAN,Guanajuato,Distrito 14,Mayoría relativa,SI
GGMdJ,Ma. de Jesus Garcia Guardado,Diputada Propietario,Morena,03/04/1959, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,mdjgg_zacatecas,ma.dejesusgarciaguardado_zacatecas,Representacion proporcional,03/04/1959,Zacatecas,Circunscripcion:2,,273,MORENA,Zacatecas,2a Circunscripción,Representación proporcional,SI
ADMdlÁ,Ma. de los Angeles Ayala Diaz,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 3 (León) ,Maestría,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mdlaad_guanajuato,ma.delosangelesayaladiaz_guanajuato,Mayoria Relativa,02/08/1963,Guanajuato,Distrito:3,,276,PAN,Guanajuato,Distrito 3,Mayoría relativa,SI
